OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 000630,12-Jul-18,26-Jul-18,40,Wholesale,AUD,GUT930,19,7,7,3879.3,2288.787,27155.1
SO - 0002171,12-Jul-18,28-Jul-18,6,Wholesale,USD,GUT930,82,2,6,2271.3,931.233,13627.8
SO - 0003522,12-Jul-18,17-Jul-18,29,Distributor,NZD,GUT930,15,9,12,3604.6,2270.898,43255.2
SO - 0005330,12-Jul-18,18-Jul-18,39,Distributor,NZD,GUT930,45,3,5,3852.5,1695.1,19262.5
SO - 0005358,12-Jul-18,25-Jul-18,38,Distributor,NZD,GUT930,87,1,10,1902.8,1046.54,19028
SO - 0005535,12-Jul-18,19-Jul-18,35,Wholesale,NZD,GUT930,11,7,8,1118.9,928.687,8951.2
SO - 0006044,12-Jul-18,15-Jul-18,21,Wholesale,NZD,GUT930,54,7,7,2298.1,1493.765,16086.7
SO - 0006064,12-Jul-18,17-Jul-18,2,Wholesale,USD,GUT930,76,11,10,3959.7,2930.178,39597
SO - 0006620,12-Jul-18,19-Jul-18,50,Distributor,USD,GUT930,79,1,6,1085.4,770.634,6512.4
SO - 0007031,12-Jul-18,19-Jul-18,13,Distributor,NZD,GUT930,5,1,9,3323.2,1927.456,29908.8
SO - 000781,13-Jul-18,25-Jul-18,22,Wholesale,NZD,GUT930,96,1,11,1145.7,744.705,12602.7
SO - 0002023,13-Jul-18,16-Jul-18,9,Distributor,USD,GUT930,10,11,8,3832.4,3180.892,30659.2
SO - 0002507,13-Jul-18,31-Jul-18,7,Wholesale,USD,GUT930,26,7,5,2345,1876,11725
SO - 0003489,13-Jul-18,29-Jul-18,17,Wholesale,GBP,GUT930,46,11,12,1159.1,846.143,13909.2
SO - 0004899,13-Jul-18,31-Jul-18,7,Wholesale,EUR,GUT930,45,11,12,877.7,465.181,10532.4
SO - 0005586,13-Jul-18,20-Jul-18,38,Wholesale,AUD,GUT930,66,7,6,268,209.04,1608
SO - 0006305,13-Jul-18,30-Jul-18,7,Wholesale,NZD,GUT930,71,2,8,2934.6,1643.376,23476.8
SO - 0004845,14-Jul-18,17-Jul-18,35,Distributor,USD,GUT930,92,7,10,1929.6,1370.016,19296
SO - 0006494,14-Jul-18,21-Jul-18,11,Wholesale,USD,GUT930,89,11,12,1762.1,757.703,21145.2
SO - 0006520,14-Jul-18,28-Jul-18,9,Wholesale,USD,GUT930,12,5,11,3088.7,1945.881,33975.7
SO - 0006626,14-Jul-18,22-Jul-18,10,Wholesale,USD,GUT930,23,6,8,2472.3,988.92,19778.4
SO - 0003088,15-Jul-18,28-Jul-18,42,Distributor,USD,GUT930,96,1,12,6445.4,2835.976,77344.8
SO - 0004971,15-Jul-18,20-Jul-18,13,Export,USD,GUT930,23,2,9,1802.3,1153.472,16220.7
SO - 0005676,15-Jul-18,21-Jul-18,8,Wholesale,NZD,GUT930,95,2,8,1018.4,682.328,8147.2
SO - 0005728,15-Jul-18,25-Jul-18,9,Distributor,USD,GUT930,41,5,5,871,444.21,4355
SO - 0006943,15-Jul-18,2-Aug-18,31,Wholesale,NZD,GUT930,63,3,5,2331.6,1095.852,11658
SO - 0007575,15-Jul-18,19-Jul-18,32,Wholesale,AUD,GUT930,92,1,12,2579.5,1212.365,30954
SO - 0001429,16-Jul-18,25-Jul-18,35,Distributor,NZD,GUT930,13,5,8,1179.2,978.736,9433.6
SO - 0003280,16-Jul-18,26-Jul-18,2,Wholesale,GBP,GUT930,41,6,9,6009.9,4026.633,54089.1
SO - 0003676,16-Jul-18,3-Aug-18,9,Export,USD,GUT930,21,9,5,3423.7,2191.168,17118.5
SO - 0003898,16-Jul-18,1-Aug-18,41,Wholesale,USD,GUT930,61,1,12,3825.7,1912.85,45908.4
SO - 0005003,16-Jul-18,1-Aug-18,11,Export,NZD,GUT930,99,13,6,3865.9,2396.858,23195.4
SO - 0007846,16-Jul-18,21-Jul-18,19,Distributor,NZD,GUT930,33,7,9,187.6,76.916,1688.4
SO - 000878,17-Jul-18,27-Jul-18,40,Wholesale,AUD,GUT930,29,9,9,3906.1,2148.355,35154.9
SO - 0001743,17-Jul-18,4-Aug-18,49,Wholesale,NZD,GUT930,13,10,10,2338.3,1660.193,23383
SO - 0001801,17-Jul-18,29-Jul-18,2,Distributor,EUR,GUT930,35,13,7,268,219.76,1876
SO - 0003034,17-Jul-18,27-Jul-18,28,Export,AUD,GUT930,71,7,9,3195.9,2588.679,28763.1
SO - 0003707,17-Jul-18,21-Jul-18,1,Export,EUR,GUT930,100,2,8,1072,536,8576
SO - 0006421,17-Jul-18,4-Aug-18,22,Wholesale,NZD,GUT930,68,2,7,1105.5,906.51,7738.5
SO - 0007113,17-Jul-18,25-Jul-18,43,Wholesale,GBP,GUT930,94,11,9,991.6,763.532,8924.4
SO - 0001441,18-Jul-18,23-Jul-18,9,Wholesale,NZD,GUT930,44,7,11,2720.2,1251.292,29922.2
SO - 0001808,18-Jul-18,2-Aug-18,17,Wholesale,AUD,GUT930,51,5,9,5467.2,2241.552,49204.8
SO - 0003478,18-Jul-18,23-Jul-18,24,Distributor,AUD,GUT930,27,11,6,1011.7,718.307,6070.2
SO - 0005236,18-Jul-18,4-Aug-18,39,Wholesale,NZD,GUT930,3,13,10,4006.6,3285.412,40066
SO - 0005957,18-Jul-18,4-Aug-18,37,Distributor,NZD,GUT930,79,5,6,3986.5,2710.82,23919
SO - 0007518,18-Jul-18,27-Jul-18,12,Wholesale,AUD,GUT930,83,2,11,254.6,157.852,2800.6
SO - 0007519,18-Jul-18,26-Jul-18,50,Wholesale,USD,GUT930,45,2,11,1929.6,1138.464,21225.6
SO - 000121,19-Jul-18,5-Aug-18,46,Export,NZD,GUT930,32,1,8,2278,1754.06,18224
SO - 000975,19-Jul-18,23-Jul-18,28,Export,GBP,GUT930,75,1,10,261.3,151.554,2613
SO - 0002621,19-Jul-18,4-Aug-18,12,Distributor,AUD,GUT930,82,7,6,978.2,665.176,5869.2
SO - 0004140,19-Jul-18,29-Jul-18,20,Wholesale,USD,GUT930,23,5,7,1125.6,821.688,7879.2
SO - 0005817,19-Jul-18,24-Jul-18,10,Wholesale,AUD,GUT930,5,1,12,3959.7,3167.76,47516.4
SO - 0006395,19-Jul-18,2-Aug-18,34,Wholesale,EUR,GUT930,59,4,10,5453.8,3544.97,54538
SO - 0007667,19-Jul-18,4-Aug-18,33,Wholesale,USD,GUT930,41,9,8,3711.8,2598.26,29694.4
SO - 0007823,19-Jul-18,4-Aug-18,48,Wholesale,NZD,GUT930,31,7,10,221.1,114.972,2211
SO - 0002244,20-Jul-18,5-Aug-18,32,Wholesale,USD,GUT930,45,7,8,5701.7,2280.68,45613.6
SO - 0004067,20-Jul-18,23-Jul-18,39,Wholesale,GBP,GUT930,73,1,5,1025.1,625.311,5125.5
SO - 0004533,20-Jul-18,26-Jul-18,31,Wholesale,USD,GUT930,20,1,8,1112.2,856.394,8897.6
SO - 0004831,20-Jul-18,7-Aug-18,12,Distributor,GBP,GUT930,52,3,10,1085.4,922.59,10854
SO - 0005401,20-Jul-18,23-Jul-18,37,Wholesale,USD,GUT930,33,11,7,904.5,633.15,6331.5
SO - 0005664,20-Jul-18,30-Jul-18,38,Distributor,AUD,GUT930,80,1,8,5125.5,2408.985,41004
SO - 0006378,20-Jul-18,3-Aug-18,1,Wholesale,NZD,GUT930,15,11,9,1768.8,1308.912,15919.2
SO - 000484,21-Jul-18,24-Jul-18,40,Distributor,USD,GUT930,53,11,5,891.1,579.215,4455.5
SO - 000846,21-Jul-18,1-Aug-18,27,Wholesale,GBP,GUT930,100,11,7,2887.7,1530.481,20213.9
SO - 0001004,21-Jul-18,28-Jul-18,39,Wholesale,USD,GUT930,93,2,8,1701.8,1021.08,13614.4
SO - 0001782,21-Jul-18,3-Aug-18,45,Wholesale,AUD,GUT930,62,1,9,167.5,125.625,1507.5
SO - 0002618,21-Jul-18,24-Jul-18,43,Distributor,EUR,GUT930,81,1,6,174.2,125.424,1045.2
SO - 0003908,21-Jul-18,30-Jul-18,17,Wholesale,EUR,GUT930,39,9,10,3149,1952.38,31490
SO - 0007831,21-Jul-18,29-Jul-18,49,Wholesale,USD,GUT930,38,1,11,214.4,126.496,2358.4
SO - 0003064,22-Jul-18,4-Aug-18,47,Distributor,USD,GUT930,64,1,6,1876,1106.84,11256
SO - 0003794,22-Jul-18,5-Aug-18,48,Wholesale,NZD,GUT930,79,7,10,241.2,135.072,2412
SO - 0003842,22-Jul-18,8-Aug-18,7,Export,USD,GUT930,45,11,11,2331.6,1911.912,25647.6
SO - 0007085,22-Jul-18,27-Jul-18,42,Export,NZD,GUT930,36,9,6,5085.3,2186.679,30511.8
SO - 000545,23-Jul-18,8-Aug-18,50,Wholesale,NZD,GUT930,46,11,11,944.7,689.631,10391.7
SO - 0002228,23-Jul-18,2-Aug-18,39,Export,USD,GUT930,39,2,6,3832.4,1762.904,22994.4
SO - 0003104,23-Jul-18,4-Aug-18,44,Wholesale,NZD,GUT930,81,5,5,1112.2,934.248,5561
SO - 0003281,23-Jul-18,30-Jul-18,21,Wholesale,NZD,GUT930,7,5,6,5775.4,3580.748,34652.4
SO - 0003705,23-Jul-18,27-Jul-18,25,Wholesale,EUR,GUT930,22,5,12,1989.9,1591.92,23878.8
SO - 0004317,23-Jul-18,28-Jul-18,18,Wholesale,EUR,GUT930,65,7,12,5540.9,4100.266,66490.8
SO - 0007996,23-Jul-18,28-Jul-18,14,Wholesale,NZD,GUT930,63,8,5,991.6,644.54,4958
SO - 0001050,24-Jul-18,28-Jul-18,24,Export,EUR,GUT930,7,2,10,3892.7,2179.912,38927
SO - 0002471,24-Jul-18,1-Aug-18,10,Wholesale,EUR,GUT930,7,13,9,2680,2090.4,24120
SO - 0005642,24-Jul-18,27-Jul-18,25,Wholesale,AUD,GUT930,72,1,7,1085.4,651.24,7597.8
SO - 0007532,24-Jul-18,10-Aug-18,33,Wholesale,AUD,GUT930,76,2,8,3959.7,2930.178,31677.6
SO - 0007757,24-Jul-18,2-Aug-18,12,Wholesale,USD,GUT930,86,9,12,5406.9,4325.52,64882.8
SO - 000238,25-Jul-18,2-Aug-18,7,Wholesale,AUD,GUT930,39,5,9,737,456.94,6633
SO - 000320,25-Jul-18,9-Aug-18,7,Distributor,AUD,GUT930,6,13,8,2519.2,2040.552,20153.6
SO - 0005515,25-Jul-18,2-Aug-18,23,Distributor,EUR,GUT930,17,5,5,3872.6,1897.574,19363
SO - 0006387,25-Jul-18,29-Jul-18,4,Wholesale,NZD,GUT930,64,5,12,3242.8,1751.112,38913.6
SO - 0006405,25-Jul-18,28-Jul-18,8,Export,USD,GUT930,27,13,11,857.6,514.56,9433.6
SO - 0007835,25-Jul-18,29-Jul-18,39,Export,USD,GUT930,88,1,11,2619.7,1231.259,28816.7
SO - 0001522,26-Jul-18,29-Jul-18,17,Export,AUD,GUT930,50,4,11,3872.6,2710.82,42598.6
SO - 0001987,26-Jul-18,9-Aug-18,49,Distributor,USD,GUT930,50,7,8,891.1,632.681,7128.8
SO - 0002421,26-Jul-18,2-Aug-18,27,Distributor,NZD,GUT930,37,7,10,6472.2,3818.598,64722
SO - 0002422,26-Jul-18,4-Aug-18,32,Wholesale,NZD,GUT930,86,1,5,2814,1463.28,14070
SO - 0002765,26-Jul-18,29-Jul-18,27,Distributor,USD,GUT930,5,5,7,167.5,139.025,1172.5
SO - 0003380,26-Jul-18,29-Jul-18,3,Wholesale,NZD,GUT930,65,11,8,5380.1,4357.881,43040.8
SO - 0003763,26-Jul-18,12-Aug-18,11,Distributor,AUD,GUT930,82,13,12,3423.7,2533.538,41084.4
SO - 0005727,26-Jul-18,10-Aug-18,40,Export,USD,GUT930,9,2,12,2291.4,1695.636,27496.8
SO - 0008067,26-Jul-18,5-Aug-18,31,Wholesale,USD,GUT930,85,1,7,5862.5,3752,41037.5
SO - 000614,27-Jul-18,5-Aug-18,3,Wholesale,NZD,GUT930,4,14,5,1051.9,683.735,5259.5
SO - 0004132,27-Jul-18,8-Aug-18,50,Export,AUD,GUT930,58,7,6,1105.5,873.345,6633
SO - 0004909,27-Jul-18,13-Aug-18,31,Wholesale,GBP,GUT930,29,1,12,234.5,143.045,2814
SO - 0005283,27-Jul-18,1-Aug-18,12,Wholesale,USD,GUT930,7,1,5,2646.5,1640.83,13232.5
SO - 0005999,27-Jul-18,8-Aug-18,9,Distributor,NZD,GUT930,18,11,8,3202.6,2049.664,25620.8
SO - 0006164,27-Jul-18,14-Aug-18,4,Distributor,USD,GUT930,91,5,10,3979.8,3303.234,39798
SO - 0007774,27-Jul-18,12-Aug-18,4,Export,USD,GUT930,23,2,7,2566.1,1539.66,17962.7
SO - 0007812,27-Jul-18,13-Aug-18,23,Wholesale,USD,GUT930,70,12,6,1038.5,550.405,6231
SO - 000102,28-Jul-18,7-Aug-18,20,Wholesale,NZD,GUT930,24,2,5,3939.6,3348.66,19698
SO - 000345,28-Jul-18,11-Aug-18,38,Wholesale,USD,GUT930,15,7,8,2586.2,1681.03,20689.6
SO - 000896,28-Jul-18,3-Aug-18,48,Wholesale,NZD,GUT930,46,5,5,2653.2,2069.496,13266
SO - 0004261,28-Jul-18,4-Aug-18,37,Wholesale,NZD,GUT930,37,8,6,3973.1,3019.556,23838.6
SO - 0007002,28-Jul-18,8-Aug-18,23,Wholesale,NZD,GUT930,35,3,11,958.1,603.603,10539.1
SO - 000140,29-Jul-18,5-Aug-18,26,Wholesale,AUD,GUT930,73,5,9,1132.3,486.889,10190.7
SO - 0002058,29-Jul-18,5-Aug-18,30,Wholesale,NZD,GUT930,28,2,5,1051.9,620.621,5259.5
SO - 0002359,29-Jul-18,14-Aug-18,1,Export,NZD,GUT930,54,1,5,2726.9,1881.561,13634.5
SO - 0003043,29-Jul-18,8-Aug-18,45,Distributor,AUD,GUT930,19,7,12,3939.6,1891.008,47275.2
SO - 0003177,29-Jul-18,2-Aug-18,1,Wholesale,USD,GUT930,42,11,10,194.3,128.238,1943
SO - 0004370,29-Jul-18,6-Aug-18,23,Wholesale,USD,GUT930,90,7,8,3859.2,2354.112,30873.6
SO - 0007077,29-Jul-18,6-Aug-18,37,Wholesale,NZD,GUT930,89,12,9,214.4,167.232,1929.6
SO - 0007360,29-Jul-18,9-Aug-18,18,Wholesale,AUD,GUT930,80,9,11,2773.8,1414.638,30511.8
SO - 0007444,29-Jul-18,2-Aug-18,5,Wholesale,AUD,GUT930,88,1,7,1125.6,596.568,7879.2
SO - 0002125,30-Jul-18,13-Aug-18,38,Wholesale,USD,GUT930,91,1,8,770.5,547.055,6164
SO - 0003244,30-Jul-18,9-Aug-18,8,Distributor,GBP,GUT930,93,13,5,4020,1809,20100
SO - 0003333,30-Jul-18,6-Aug-18,4,Export,USD,GUT930,69,13,7,5406.9,4487.727,37848.3
SO - 0003353,30-Jul-18,10-Aug-18,18,Wholesale,NZD,GUT930,40,2,8,2217.7,1131.027,17741.6
SO - 0004084,30-Jul-18,2-Aug-18,37,Distributor,EUR,GUT930,100,8,9,6110.4,4643.904,54993.6
SO - 0005685,30-Jul-18,5-Aug-18,46,Wholesale,USD,GUT930,92,8,8,6271.2,3261.024,50169.6
SO - 0006213,30-Jul-18,10-Aug-18,42,Distributor,USD,GUT930,15,8,10,5266.2,4160.298,52662
SO - 0002397,31-Jul-18,3-Aug-18,34,Wholesale,NZD,GUT930,93,11,11,207.7,85.157,2284.7
SO - 0002815,31-Jul-18,4-Aug-18,4,Wholesale,GBP,GUT930,90,11,7,1011.7,445.148,7081.9
SO - 0003019,31-Jul-18,16-Aug-18,47,Wholesale,NZD,GUT930,1,8,7,254.6,211.318,1782.2
SO - 0003287,31-Jul-18,4-Aug-18,18,Distributor,USD,GUT930,83,5,8,6210.9,4409.739,49687.2
SO - 0003534,31-Jul-18,11-Aug-18,32,Export,NZD,GUT930,34,12,11,1118.9,939.876,12307.9
SO - 0003855,31-Jul-18,17-Aug-18,34,Distributor,NZD,GUT930,57,2,8,1721.9,1102.016,13775.2
SO - 0004233,31-Jul-18,15-Aug-18,21,Wholesale,USD,GUT930,59,7,11,3926.2,2630.554,43188.2
SO - 0005456,31-Jul-18,13-Aug-18,25,Distributor,USD,GUT930,57,1,11,3939.6,1733.424,43335.6
SO - 0006436,31-Jul-18,14-Aug-18,31,Wholesale,GBP,GUT930,92,5,12,1782.2,1372.294,21386.4
SO - 0007843,31-Jul-18,7-Aug-18,32,Wholesale,AUD,GUT930,67,7,5,978.2,743.432,4891
SO - 000226,1-Aug-18,8-Aug-18,5,Wholesale,NZD,GUT930,98,2,8,871,705.51,6968
SO - 0002116,1-Aug-18,19-Aug-18,39,Wholesale,EUR,GUT930,48,2,11,3390.2,2373.14,37292.2
SO - 0002511,1-Aug-18,15-Aug-18,28,Wholesale,USD,GUT930,17,7,7,1165.8,827.718,8160.6
SO - 0004825,1-Aug-18,10-Aug-18,3,Distributor,NZD,GUT930,28,6,5,3865.9,2164.904,19329.5
SO - 0005792,1-Aug-18,12-Aug-18,24,Wholesale,NZD,GUT930,32,5,7,221.1,161.403,1547.7
SO - 0002581,2-Aug-18,17-Aug-18,30,Wholesale,AUD,GUT930,24,2,5,1695.1,830.599,8475.5
SO - 0004611,2-Aug-18,10-Aug-18,8,Distributor,USD,GUT930,81,11,10,1058.6,772.778,10586
SO - 0004716,2-Aug-18,11-Aug-18,2,Distributor,USD,GUT930,81,4,9,978.2,410.844,8803.8
SO - 0006147,2-Aug-18,9-Aug-18,17,Wholesale,EUR,GUT930,66,11,12,2512.5,1231.125,30150
SO - 0006692,2-Aug-18,18-Aug-18,46,Wholesale,NZD,GUT930,74,5,11,3819,2711.49,42009
SO - 000293,3-Aug-18,7-Aug-18,3,Distributor,USD,GUT930,3,7,8,2519.2,1309.984,20153.6
SO - 000816,3-Aug-18,16-Aug-18,34,Wholesale,NZD,GUT930,22,1,11,5494,3845.8,60434
SO - 0001300,3-Aug-18,11-Aug-18,36,Wholesale,AUD,GUT930,39,7,7,2586.2,1396.548,18103.4
SO - 0003236,3-Aug-18,12-Aug-18,8,Wholesale,USD,GUT930,85,3,9,194.3,120.466,1748.7
SO - 0004036,3-Aug-18,14-Aug-18,45,Distributor,NZD,GUT930,4,13,7,3209.3,2599.533,22465.1
SO - 0005322,3-Aug-18,10-Aug-18,26,Export,NZD,GUT930,51,12,8,2371.8,1304.49,18974.4
SO - 0005354,3-Aug-18,12-Aug-18,4,Wholesale,EUR,GUT930,90,1,6,891.1,588.126,5346.6
SO - 0006701,3-Aug-18,9-Aug-18,45,Export,EUR,GUT930,51,2,10,1273,840.18,12730
SO - 0007395,3-Aug-18,17-Aug-18,11,Distributor,USD,GUT930,78,7,10,1085.4,651.24,10854
SO - 0001125,4-Aug-18,13-Aug-18,18,Wholesale,AUD,GUT930,36,1,8,180.9,130.248,1447.2
SO - 0001895,4-Aug-18,16-Aug-18,38,Wholesale,USD,GUT930,40,1,6,1005,442.2,6030
SO - 0003095,4-Aug-18,15-Aug-18,23,Wholesale,NZD,GUT930,9,9,7,850.9,655.193,5956.3
SO - 0004121,4-Aug-18,19-Aug-18,29,Distributor,NZD,GUT930,99,5,5,180.9,113.967,904.5
SO - 0005543,4-Aug-18,20-Aug-18,47,Wholesale,NZD,GUT930,12,7,12,1038.5,778.875,12462
SO - 0007822,4-Aug-18,14-Aug-18,34,Distributor,USD,GUT930,15,7,10,241.2,183.312,2412
SO - 0003576,5-Aug-18,12-Aug-18,30,Distributor,USD,GUT930,93,9,7,864.3,639.582,6050.1
SO - 0003833,5-Aug-18,11-Aug-18,4,Wholesale,USD,GUT930,45,1,11,2834.1,1927.188,31175.1
SO - 0004218,5-Aug-18,9-Aug-18,23,Export,USD,GUT930,4,8,10,1252.9,789.327,12529
SO - 0005235,5-Aug-18,10-Aug-18,32,Wholesale,NZD,GUT930,78,2,7,2412,1712.52,16884
SO - 0005429,5-Aug-18,16-Aug-18,45,Distributor,NZD,GUT930,19,7,8,5601.2,2912.624,44809.6
SO - 0005580,5-Aug-18,22-Aug-18,25,Distributor,GBP,GUT930,49,9,6,187.6,76.916,1125.6
SO - 0006349,5-Aug-18,15-Aug-18,17,Wholesale,NZD,GUT930,65,7,10,804,329.64,8040
SO - 0007122,5-Aug-18,14-Aug-18,43,Wholesale,USD,GUT930,95,13,11,1011.7,849.828,11128.7
SO - 000308,6-Aug-18,18-Aug-18,22,Distributor,AUD,GUT930,92,2,11,1045.2,533.052,11497.2
SO - 0002650,6-Aug-18,24-Aug-18,36,Distributor,USD,GUT930,79,11,10,221.1,170.247,2211
SO - 0003125,6-Aug-18,17-Aug-18,12,Wholesale,NZD,GUT930,52,5,8,2592.9,1348.308,20743.2
SO - 0005148,6-Aug-18,21-Aug-18,47,Export,NZD,GUT930,27,5,6,6130.5,3310.47,36783
SO - 0005171,6-Aug-18,23-Aug-18,19,Export,NZD,GUT930,39,2,6,1005,502.5,6030
SO - 0005661,6-Aug-18,10-Aug-18,32,Wholesale,NZD,GUT930,35,3,7,917.9,715.962,6425.3
SO - 000207,7-Aug-18,10-Aug-18,13,Wholesale,EUR,GUT930,21,5,7,1855.9,1447.602,12991.3
SO - 000378,7-Aug-18,12-Aug-18,10,Wholesale,EUR,GUT930,40,11,11,924.6,536.268,10170.6
SO - 000604,7-Aug-18,10-Aug-18,1,Export,AUD,GUT930,67,13,7,971.5,534.325,6800.5
SO - 0003084,7-Aug-18,13-Aug-18,8,Wholesale,NZD,GUT930,77,7,6,2003.3,821.353,12019.8
SO - 0004197,7-Aug-18,19-Aug-18,1,Distributor,AUD,GUT930,44,13,8,2659.9,1728.935,21279.2
SO - 0005967,7-Aug-18,18-Aug-18,37,Export,USD,GUT930,46,2,9,1051.9,694.254,9467.1
SO - 0006524,7-Aug-18,13-Aug-18,9,Wholesale,USD,GUT930,45,7,11,1072,696.8,11792
SO - 0007305,7-Aug-18,11-Aug-18,46,Distributor,NZD,GUT930,79,13,5,1038.5,446.555,5192.5
SO - 0007465,7-Aug-18,14-Aug-18,46,Wholesale,USD,GUT930,58,1,9,1038.5,747.72,9346.5
SO - 000186,8-Aug-18,18-Aug-18,36,Wholesale,AUD,GUT930,68,2,8,3182.5,1973.15,25460
SO - 000275,8-Aug-18,17-Aug-18,24,Distributor,NZD,GUT930,12,7,10,174.2,139.36,1742
SO - 000306,8-Aug-18,25-Aug-18,36,Distributor,NZD,GUT930,3,7,10,2599.6,1481.772,25996
SO - 0002046,8-Aug-18,12-Aug-18,34,Distributor,USD,GUT930,33,14,8,2552.7,1761.363,20421.6
SO - 0002546,8-Aug-18,21-Aug-18,44,Distributor,NZD,GUT930,27,9,11,837.5,703.5,9212.5
SO - 0002806,8-Aug-18,20-Aug-18,9,Distributor,USD,GUT930,12,13,9,1882.7,1430.852,16944.3
SO - 0003646,8-Aug-18,16-Aug-18,28,Wholesale,USD,GUT930,2,1,9,3162.4,2624.792,28461.6
SO - 0005164,8-Aug-18,17-Aug-18,5,Export,EUR,GUT930,68,2,5,5098.7,3365.142,25493.5
SO - 0005527,8-Aug-18,14-Aug-18,28,Wholesale,NZD,GUT930,56,11,8,3517.5,2743.65,28140
SO - 0007525,8-Aug-18,20-Aug-18,27,Export,AUD,GUT930,48,5,10,1333.3,533.32,13333
SO - 000228,9-Aug-18,27-Aug-18,21,Distributor,EUR,GUT930,44,2,5,763.8,504.108,3819
SO - 000815,9-Aug-18,12-Aug-18,14,Distributor,NZD,GUT930,11,10,11,187.6,127.568,2063.6
SO - 0001305,9-Aug-18,12-Aug-18,49,Export,NZD,GUT930,42,1,8,1098.8,868.052,8790.4
SO - 0002000,9-Aug-18,22-Aug-18,23,Wholesale,AUD,GUT930,69,2,5,3872.6,2284.834,19363
SO - 0002757,9-Aug-18,20-Aug-18,21,Wholesale,NZD,GUT930,68,1,11,167.5,103.85,1842.5
SO - 0004002,9-Aug-18,18-Aug-18,45,Distributor,NZD,GUT930,5,10,6,2559.4,1714.798,15356.4
SO - 0006667,9-Aug-18,20-Aug-18,42,Distributor,AUD,GUT930,88,12,10,1996.6,1078.164,19966
SO - 0006997,9-Aug-18,17-Aug-18,9,Wholesale,AUD,GUT930,74,5,7,5654.8,3279.784,39583.6
SO - 0007261,9-Aug-18,20-Aug-18,34,Distributor,NZD,GUT930,56,11,10,964.8,578.88,9648
SO - 0007884,9-Aug-18,13-Aug-18,30,Wholesale,NZD,GUT930,58,2,11,6123.8,3123.138,67361.8
SO - 0001529,10-Aug-18,20-Aug-18,24,Distributor,USD,GUT930,100,11,5,1313.2,906.108,6566
SO - 0003298,10-Aug-18,24-Aug-18,11,Distributor,NZD,GUT930,47,5,6,5152.3,3452.041,30913.8
SO - 0003369,10-Aug-18,19-Aug-18,1,Distributor,USD,GUT930,37,1,12,696.8,341.432,8361.6
SO - 0003696,10-Aug-18,17-Aug-18,30,Distributor,NZD,GUT930,39,5,5,3986.5,3149.335,19932.5
SO - 0004939,10-Aug-18,26-Aug-18,32,Wholesale,USD,GUT930,5,2,8,1051.9,820.482,8415.2
SO - 0005493,10-Aug-18,13-Aug-18,27,Export,NZD,GUT930,13,2,6,1293.1,995.687,7758.6
SO - 0005653,10-Aug-18,14-Aug-18,2,Distributor,AUD,GUT930,15,13,5,1768.8,884.4,8844
SO - 0006628,10-Aug-18,13-Aug-18,44,Wholesale,NZD,GUT930,96,1,5,1085.4,727.218,5427
SO - 000957,11-Aug-18,21-Aug-18,2,Distributor,NZD,GUT930,88,9,12,1098.8,681.256,13185.6
SO - 0001025,11-Aug-18,16-Aug-18,44,Distributor,AUD,GUT930,26,7,7,1038.5,810.03,7269.5
SO - 0001186,11-Aug-18,21-Aug-18,14,Export,NZD,GUT930,16,13,10,1018.4,651.776,10184
SO - 0002561,11-Aug-18,16-Aug-18,39,Wholesale,NZD,GUT930,4,11,9,3825.7,2295.42,34431.3
SO - 0006002,11-Aug-18,18-Aug-18,44,Wholesale,USD,GUT930,57,9,11,3979.8,3343.032,43777.8
SO - 000723,12-Aug-18,20-Aug-18,13,Export,NZD,GUT930,68,5,10,998.3,469.201,9983
SO - 0001052,12-Aug-18,15-Aug-18,44,Export,AUD,GUT930,69,5,5,1333.3,786.647,6666.5
SO - 0003923,12-Aug-18,28-Aug-18,1,Export,NZD,GUT930,33,1,5,1983.2,872.608,9916
SO - 0007044,12-Aug-18,26-Aug-18,18,Distributor,AUD,GUT930,30,2,12,1963.1,1413.432,23557.2
SO - 0007334,12-Aug-18,22-Aug-18,21,Wholesale,GBP,GUT930,90,7,9,214.4,135.072,1929.6
SO - 0007761,12-Aug-18,27-Aug-18,32,Distributor,NZD,GUT930,5,11,10,3859.2,2585.664,38592
SO - 000291,13-Aug-18,23-Aug-18,6,Export,USD,GUT930,47,10,6,3979.8,1790.91,23878.8
SO - 000549,13-Aug-18,25-Aug-18,14,Export,USD,GUT930,52,5,8,1862.6,1098.934,14900.8
SO - 0002854,13-Aug-18,31-Aug-18,46,Wholesale,USD,GUT930,65,1,7,2264.6,1109.654,15852.2
SO - 0003112,13-Aug-18,22-Aug-18,38,Export,NZD,GUT930,85,1,9,1098.8,769.16,9889.2
SO - 0004745,13-Aug-18,22-Aug-18,38,Wholesale,EUR,GUT930,18,2,6,3798.9,2925.153,22793.4
SO - 0007620,13-Aug-18,16-Aug-18,13,Distributor,GBP,GUT930,31,1,9,1963.1,1629.373,17667.9
SO - 0007712,13-Aug-18,26-Aug-18,45,Wholesale,GBP,GUT930,73,1,10,3289.7,1677.747,32897
SO - 000622,14-Aug-18,29-Aug-18,4,Export,NZD,GUT930,50,2,11,5808.9,3369.162,63897.9
SO - 000988,14-Aug-18,31-Aug-18,50,Distributor,USD,GUT930,79,1,8,3832.4,3142.568,30659.2
